Contig	ARG
4557	Yes
4558	Yes
4560	Yes
4563	Yes
4564	Yes
4566	Yes
4568	Yes
4570	Yes
4573	Yes
4574	Yes
4575	Yes
4577	Yes
4579	Yes
4580	Yes
4582	Yes
4583	Yes
4585	Yes
4586	Yes
4588	Yes
4595	Yes
4598	Yes
4599	Yes
4604	Yes
4605	Yes
4607	Yes
4610	Yes
4614	Yes
4617	Yes
4618	Yes
4619	Yes
4621	Yes
4623	Yes
4624	Yes
4625	Yes
4626	Yes
4627	Yes
4628	Yes
4629	Yes
4630	Yes
4633	Yes
4635	Yes
4637	Yes
4639	Yes
4641	Yes
4642	Yes
4643	Yes
4644	Yes
4646	Yes
4647	Yes
4648	Yes
4649	Yes
4650	Yes
4652	Yes
4653	Yes
4654	Yes
4658	Yes
4659	Yes
4660	Yes
4661	Yes
4664	Yes
4665	Yes
4666	Yes
4669	Yes
4670	Yes
4672	Yes
4673	Yes
4677	Yes
4682	Yes
4683	Yes
4684	Yes
4686	Yes
4687	Yes
4690	Yes
4694	Yes
4696	Yes
4697	Yes
4700	Yes
4702	Yes
4704	Yes
4705	Yes
4708	Yes
4709	Yes
4710	Yes
4712	Yes
4713	Yes
4714	Yes
4721	Yes
4722	Yes
4723	Yes
4724	Yes
4726	Yes
4728	Yes
4731	Yes
4734	Yes
4735	Yes
4736	Yes
4737	Yes
4738	Yes
4739	Yes
4741	Yes
4742	Yes
4744	Yes
4747	Yes
4749	Yes
4751	Yes
4752	Yes
4753	Yes
4754	Yes
4760	Yes
4762	Yes
4763	Yes
4765	Yes
4769	Yes
4770	Yes
4775	Yes
4776	Yes
4777	Yes
4779	Yes
4780	Yes
4784	Yes
4788	Yes
4789	Yes
4792	Yes
4797	Yes
4799	Yes
4800	Yes
4803	Yes
4806	Yes
4807	Yes
4808	Yes
4809	Yes
4811	Yes
4812	Yes
4814	Yes
4816	Yes
4818	Yes
4819	Yes
4821	Yes
4823	Yes
4824	Yes
4827	Yes
4833	Yes
4835	Yes
4836	Yes
4841	Yes
4842	Yes
4843	Yes
4845	Yes
4847	Yes
4849	Yes
4850	Yes
4851	Yes
4853	Yes
4854	Yes
4855	Yes
4860	Yes
4862	Yes
4863	Yes
4866	Yes
4868	Yes
4870	Yes
4877	Yes
4878	Yes
4879	Yes
4880	Yes
4881	Yes
4882	Yes
4883	Yes
4888	Yes
4892	Yes
4894	Yes
4904	Yes
4905	Yes
4910	Yes
4912	Yes
4914	Yes
4915	Yes
4916	Yes
4917	Yes
4918	Yes
4919	Yes
4922	Yes
4923	Yes
4925	Yes
4926	Yes
4927	Yes
4929	Yes
4931	Yes
4933	Yes
4934	Yes
4935	Yes
4936	Yes
4938	Yes
4940	Yes
4942	Yes
4944	Yes
4946	Yes
4947	Yes
4948	Yes
4953	Yes
4954	Yes
4955	Yes
4957	Yes
4958	Yes
4960	Yes
4962	Yes
4965	Yes
4967	Yes
4970	Yes
4971	Yes
4974	Yes
4975	Yes
4985	Yes
4986	Yes
4987	Yes
4988	Yes
4991	Yes
5003	Yes
5005	Yes
5006	Yes
5010	Yes
5011	Yes
5013	Yes
5014	Yes
5015	Yes
5017	Yes
5019	Yes
5020	Yes
5021	Yes
5024	Yes
5026	Yes
5027	Yes
5028	Yes
5030	Yes
5032	Yes
5033	Yes
5034	Yes
5035	Yes
5038	Yes
5039	Yes
5040	Yes
5043	Yes
5044	Yes
5045	Yes
5046	Yes
5048	Yes
5051	Yes
5052	Yes
5056	Yes
5058	Yes
5063	Yes
5064	Yes
5065	Yes
5066	Yes
5067	Yes
5068	Yes
5070	Yes
5074	Yes
5076	Yes
5077	Yes
5082	Yes
5083	Yes
5086	Yes
5095	Yes
5099	Yes
5100	Yes
5104	Yes
5105	Yes
5106	Yes
5109	Yes
5110	Yes
5112	Yes
5114	Yes
5115	Yes
5118	Yes
5119	Yes
5121	Yes
5122	Yes
5123	Yes
5124	Yes
5126	Yes
5129	Yes
5133	Yes
5137	Yes
5142	Yes
5147	Yes
5148	Yes
5150	Yes
5152	Yes
5153	Yes
5160	Yes
5166	Yes
5168	Yes
5170	Yes
5171	Yes
5174	Yes
5177	Yes
5178	Yes
5181	Yes
5182	Yes
5184	Yes
5185	Yes
5188	Yes
5192	Yes
5195	Yes
5197	Yes
5198	Yes
5205	Yes
5206	Yes
5209	Yes
5212	Yes
5213	Yes
5214	Yes
5217	Yes
5218	Yes
5219	Yes
5221	Yes
5225	Yes
5227	Yes
5230	Yes
5231	Yes
5234	Yes
5235	Yes
5236	Yes
5238	Yes
5241	Yes
5243	Yes
5248	Yes
5252	Yes
5254	Yes
5255	Yes
5257	Yes
5260	Yes
5261	Yes
5262	Yes
5267	Yes
5268	Yes
5269	Yes
5270	Yes
5273	Yes
5274	Yes
5275	Yes
5276	Yes
5278	Yes
5280	Yes
5283	Yes
5285	Yes
5289	Yes
5293	Yes
5294	Yes
5296	Yes
5299	Yes
5301	Yes
5302	Yes
5305	Yes
5308	Yes
5317	Yes
5318	Yes
5320	Yes
5323	Yes
5326	Yes
5328	Yes
5329	Yes
5332	Yes
5336	Yes
5337	Yes
5338	Yes
5340	Yes
5341	Yes
5343	Yes
5346	Yes
5347	Yes
5348	Yes
5349	Yes
5350	Yes
5351	Yes
5356	Yes
5359	Yes
5365	Yes
5366	Yes
5370	Yes
5373	Yes
5375	Yes
5379	Yes
5380	Yes
5385	Yes
5387	Yes
5389	Yes
5390	Yes
5392	Yes
5395	Yes
5396	Yes
5399	Yes
5401	Yes
5403	Yes
5415	Yes
5416	Yes
5419	Yes
5420	Yes
5421	Yes
5422	Yes
5426	Yes
5428	Yes
5431	Yes
5432	Yes
5434	Yes
5435	Yes
5436	Yes
5437	Yes
5438	Yes
5440	Yes
5443	Yes
5444	Yes
5449	Yes
5453	Yes
5455	Yes
5458	Yes
5460	Yes
5461	Yes
5462	Yes
5463	Yes
5464	Yes
5465	Yes
5466	Yes
5468	Yes
5469	Yes
5471	Yes
5475	Yes
5476	Yes
5479	Yes
5481	Yes
5487	Yes
5488	Yes
5490	Yes
5491	Yes
5493	Yes
5495	Yes
5497	Yes
5498	Yes
5500	Yes
5502	Yes
5503	Yes
5504	Yes
5506	Yes
5507	Yes
5509	Yes
5511	Yes
5512	Yes
5518	Yes
5521	Yes
5522	Yes
5523	Yes
5528	Yes
5530	Yes
5532	Yes
5533	Yes
5536	Yes
5541	Yes
5542	Yes
5543	Yes
5544	Yes
5545	Yes
5546	Yes
5549	Yes
5551	Yes
5552	Yes
5553	Yes
5554	Yes
5558	Yes
5559	Yes
5563	Yes
5565	Yes
5567	Yes
5569	Yes
5571	Yes
5572	Yes
5578	Yes
5579	Yes
5582	Yes
5583	Yes
5587	Yes
5590	Yes
5591	Yes
5593	Yes
5600	Yes
5602	Yes
5603	Yes
5607	Yes
5608	Yes
5611	Yes
5613	Yes
5615	Yes
5618	Yes
5619	Yes
5625	Yes
5626	Yes
5628	Yes
5629	Yes
5630	Yes
5633	Yes
5634	Yes
5636	Yes
5637	Yes
5638	Yes
5640	Yes
5642	Yes
5649	Yes
5650	Yes
5651	Yes
5652	Yes
5655	Yes
5658	Yes
5659	Yes
5662	Yes
5663	Yes
5664	Yes
5665	Yes
5666	Yes
5668	Yes
5669	Yes
5670	Yes
5671	Yes
5672	Yes
5673	Yes
5676	Yes
5678	Yes
5680	Yes
5683	Yes
5686	Yes
5691	Yes
5693	Yes
5697	Yes
5700	Yes
5702	Yes
5703	Yes
5705	Yes
5708	Yes
5712	Yes
5713	Yes
5715	Yes
5718	Yes
5719	Yes
5720	Yes
5726	Yes
5727	Yes
5729	Yes
5731	Yes
5735	Yes
5737	Yes
5738	Yes
5747	Yes
5748	Yes
5749	Yes
5751	Yes
5752	Yes
5753	Yes
5754	Yes
5758	Yes
5761	Yes
5762	Yes
5765	Yes
5766	Yes
5770	Yes
5771	Yes
5773	Yes
5774	Yes
5778	Yes
5782	Yes
5784	Yes
5786	Yes
5789	Yes
5790	Yes
5793	Yes
5795	Yes
5796	Yes
5797	Yes
5804	Yes
5805	Yes
5807	Yes
5809	Yes
5810	Yes
5811	Yes
5812	Yes
5815	Yes
5817	Yes
5818	Yes
5819	Yes
5820	Yes
5821	Yes
5824	Yes
5829	Yes
5830	Yes
5832	Yes
5834	Yes
5838	Yes
5839	Yes
5843	Yes
5844	Yes
5845	Yes
5848	Yes
5850	Yes
5853	Yes
5854	Yes
5855	Yes
5857	Yes
5858	Yes
5859	Yes
5861	Yes
5870	Yes
5871	Yes
5872	Yes
5873	Yes
5874	Yes
5875	Yes
5876	Yes
5878	Yes
5879	Yes
5880	Yes
5881	Yes
5883	Yes
5885	Yes
5887	Yes
5888	Yes
5893	Yes
5894	Yes
5895	Yes
5896	Yes
5899	Yes
5907	Yes
5908	Yes
5909	Yes
5912	Yes
5914	Yes
5915	Yes
5919	Yes
5921	Yes
5922	Yes
5925	Yes
5926	Yes
5929	Yes
5930	Yes
5932	Yes
5933	Yes
5936	Yes
5941	Yes
5942	Yes
5944	Yes
5946	Yes
5949	Yes
5951	Yes
5952	Yes
5955	Yes
5956	Yes
5957	Yes
5958	Yes
5959	Yes
5960	Yes
5961	Yes
5963	Yes
5964	Yes
5965	Yes
5966	Yes
5969	Yes
5971	Yes
5974	Yes
5976	Yes
5977	Yes
5978	Yes
5979	Yes
5980	Yes
5981	Yes
5983	Yes
5984	Yes
5986	Yes
5989	Yes
5990	Yes
5992	Yes
5994	Yes
5997	Yes
5999	Yes
6000	Yes
6005	Yes
6006	Yes
6009	Yes
6012	Yes
6020	Yes
6021	Yes
6023	Yes
6027	Yes
6029	Yes
6030	Yes
6032	Yes
6033	Yes
6034	Yes
6036	Yes
6038	Yes
6045	Yes
6046	Yes
6049	Yes
6051	Yes
6054	Yes
6055	Yes
6058	Yes
6059	Yes
6060	Yes
6062	Yes
6065	Yes
6069	Yes
6070	Yes
6071	Yes
6075	Yes
6077	Yes
6079	Yes
6080	Yes
6083	Yes
6084	Yes
6085	Yes
6088	Yes
6091	Yes
6094	Yes
6098	Yes
6101	Yes
6102	Yes
6104	Yes
6105	Yes
6107	Yes
6108	Yes
6110	Yes
6113	Yes
6116	Yes
6117	Yes
6118	Yes
6119	Yes
6120	Yes
6122	Yes
6125	Yes
6127	Yes
6129	Yes
6132	Yes
6133	Yes
6134	Yes
6135	Yes
6136	Yes
6142	Yes
6144	Yes
6151	Yes
6152	Yes
6160	Yes
6161	Yes
6164	Yes
6165	Yes
6167	Yes
6169	Yes
6170	Yes
6172	Yes
6177	Yes
6178	Yes
6181	Yes
6182	Yes
6184	Yes
6186	Yes
6187	Yes
6188	Yes
6192	Yes
6193	Yes
6198	Yes
6201	Yes
6202	Yes
6203	Yes
6205	Yes
6207	Yes
6208	Yes
6210	Yes
6216	Yes
6223	Yes
6224	Yes
6229	Yes
6231	Yes
6239	Yes
6242	Yes
6246	Yes
6247	Yes
6248	Yes
6252	Yes
6253	Yes
6254	Yes
6256	Yes
6258	Yes
6259	Yes
6261	Yes
6262	Yes
6263	Yes
6264	Yes
6265	Yes
6267	Yes
6268	Yes
6271	Yes
6273	Yes
6274	Yes
6276	Yes
6277	Yes
6279	Yes
6281	Yes
6282	Yes
6284	Yes
6287	Yes
6290	Yes
6297	Yes
6300	Yes
6302	Yes
6303	Yes
6305	Yes
6308	Yes
6318	Yes
6323	Yes
6327	Yes
6328	Yes
6329	Yes
6331	Yes
6334	Yes
6335	Yes
6338	Yes
6340	Yes
6343	Yes
6344	Yes
6345	Yes
6347	Yes
6353	Yes
6356	Yes
6357	Yes
6358	Yes
6361	Yes
6363	Yes
6365	Yes
6369	Yes
6372	Yes
6373	Yes
6374	Yes
6375	Yes
6376	Yes
6384	Yes
6385	Yes
6390	Yes
6391	Yes
6392	Yes
6397	Yes
6398	Yes
6400	Yes
6403	Yes
6405	Yes
6408	Yes
6409	Yes
6410	Yes
6411	Yes
6412	Yes
6414	Yes
6416	Yes
6419	Yes
6420	Yes
6425	Yes
6426	Yes
6428	Yes
6429	Yes
6430	Yes
6433	Yes
6434	Yes
6436	Yes
6442	Yes
6443	Yes
6446	Yes
6447	Yes
6448	Yes
6449	Yes
6450	Yes
6453	Yes
6455	Yes
6456	Yes
6462	Yes
6463	Yes
6468	Yes
6469	Yes
6470	Yes
6477	Yes
6479	Yes
6480	Yes
6483	Yes
6484	Yes
6485	Yes
6488	Yes
6489	Yes
6491	Yes
6492	Yes
6495	Yes
6497	Yes
6498	Yes
6499	Yes
6500	Yes
6501	Yes
6502	Yes
6503	Yes
6507	Yes
6511	Yes
6525	Yes
6529	Yes
6532	Yes
6534	Yes
6535	Yes
6536	Yes
6537	Yes
6539	Yes
6540	Yes
6545	Yes
6546	Yes
6547	Yes
6549	Yes
6550	Yes
6551	Yes
6552	Yes
6553	Yes
6554	Yes
6555	Yes
6556	Yes
6557	Yes
6558	Yes
6560	Yes
6561	Yes
6567	Yes
6568	Yes
6569	Yes
6574	Yes
6575	Yes
6577	Yes
6579	Yes
6581	Yes
6584	Yes
6586	Yes
6589	Yes
6590	Yes
6592	Yes
6594	Yes
6596	Yes
6597	Yes
6602	Yes
6603	Yes
6610	Yes
6613	Yes
6615	Yes
6617	Yes
6618	Yes
6620	Yes
6623	Yes
6624	Yes
6625	Yes
6627	Yes
6629	Yes
6630	Yes
6631	Yes
6632	Yes
6633	Yes
6636	Yes
6638	Yes
6641	Yes
6643	Yes
6644	Yes
6645	Yes
6646	Yes
6649	Yes
6653	Yes
6654	Yes
6656	Yes
6659	Yes
6662	Yes
6663	Yes
6667	Yes
6668	Yes
6669	Yes
6671	Yes
6673	Yes
6676	Yes
6677	Yes
6683	Yes
6693	Yes
6696	Yes
6697	Yes
6699	Yes
6700	Yes
6701	Yes
6707	Yes
6715	Yes
6717	Yes
6720	Yes
6721	Yes
6722	Yes
6723	Yes
6724	Yes
6729	Yes
6730	Yes
6732	Yes
6734	Yes
6736	Yes
6737	Yes
6738	Yes
6739	Yes
6740	Yes
6742	Yes
6743	Yes
6744	Yes
6746	Yes
6747	Yes
6748	Yes
6749	Yes
6751	Yes
6752	Yes
6753	Yes
6754	Yes
6755	Yes
6763	Yes
6764	Yes
6766	Yes
6767	Yes
6771	Yes
6772	Yes
6773	Yes
6775	Yes
6778	Yes
6779	Yes
6780	Yes
6781	Yes
6782	Yes
6790	Yes
6796	Yes
6801	Yes
6804	Yes
6806	Yes
6808	Yes
6810	Yes
6811	Yes
6812	Yes
6814	Yes
6815	Yes
6817	Yes
6821	Yes
6822	Yes
6823	Yes
6824	Yes
6825	Yes
6826	Yes
6829	Yes
6830	Yes
6835	Yes
6837	Yes
6839	Yes
6842	Yes
6845	Yes
6846	Yes
6848	Yes
6851	Yes
6856	Yes
6859	Yes
6862	Yes
6866	Yes
6867	Yes
6870	Yes
6874	Yes
6875	Yes
6879	Yes
6881	Yes
6883	Yes
6885	Yes
6889	Yes
6891	Yes
6893	Yes
6896	Yes
6897	Yes
6898	Yes
6899	Yes
6902	Yes
6903	Yes
6904	Yes
6907	Yes
6909	Yes
6910	Yes
6911	Yes
6913	Yes
6914	Yes
6915	Yes
6923	Yes
6924	Yes
6927	Yes
6933	Yes
6935	Yes
6936	Yes
6937	Yes
6941	Yes
6943	Yes
6947	Yes
6955	Yes
6958	Yes
6960	Yes
6961	Yes
6962	Yes
6967	Yes
6968	Yes
6971	Yes
6972	Yes
6977	Yes
6978	Yes
6979	Yes
6980	Yes
6982	Yes
6984	Yes
6985	Yes
6992	Yes
6995	Yes
6996	Yes
6997	Yes
6998	Yes
7000	Yes
7002	Yes
7003	Yes
7004	Yes
7005	Yes
7008	Yes
7011	Yes
7014	Yes
7016	Yes
7017	Yes
7019	Yes
7020	Yes
7021	Yes
7024	Yes
7025	Yes
7031	Yes
7032	Yes
7033	Yes
7034	Yes
7035	Yes
7038	Yes
7039	Yes
7041	Yes
7044	Yes
7046	Yes
7048	Yes
7049	Yes
7053	Yes
7054	Yes
7057	Yes
7061	Yes
7062	Yes
7063	Yes
7064	Yes
7065	Yes
7066	Yes
7067	Yes
7068	Yes
7069	Yes
7071	Yes
7079	Yes
7080	Yes
7083	Yes
7084	Yes
7086	Yes
7089	Yes
7090	Yes
7091	Yes
7092	Yes
7093	Yes
7095	Yes
7096	Yes
7097	Yes
7099	Yes
7100	Yes
7102	Yes
7105	Yes
7107	Yes
7108	Yes
7109	Yes
7110	Yes
7111	Yes
7117	Yes
7122	Yes
7124	Yes
7125	Yes
7127	Yes
7128	Yes
7131	Yes
7133	Yes
7134	Yes
7135	Yes
7136	Yes
7138	Yes
7139	Yes
7140	Yes
7141	Yes
7143	Yes
7144	Yes
7147	Yes
7150	Yes
7151	Yes
7155	Yes
7157	Yes
7160	Yes
7165	Yes
7167	Yes
7168	Yes
7169	Yes
7172	Yes
7174	Yes
7184	Yes
7186	Yes
7187	Yes
7191	Yes
7193	Yes
7194	Yes
7195	Yes
7196	Yes
7197	Yes
7202	Yes
7205	Yes
7211	Yes
7212	Yes
7216	Yes
7217	Yes
7219	Yes
7220	Yes
7221	Yes
7224	Yes
7225	Yes
7227	Yes
7236	Yes
7240	Yes
7241	Yes
7243	Yes
7245	Yes
7247	Yes
7248	Yes
7252	Yes
7254	Yes
7255	Yes
7262	Yes
7263	Yes
7266	Yes
7273	Yes
7274	Yes
7275	Yes
7276	Yes
7279	Yes
7280	Yes
7283	Yes
7284	Yes
7285	Yes
7288	Yes
7289	Yes
7293	Yes
7296	Yes
7299	Yes
7304	Yes
7306	Yes
7307	Yes
7308	Yes
7309	Yes
7311	Yes
7313	Yes
7317	Yes
7318	Yes
7319	Yes
7323	Yes
7325	Yes
7326	Yes
7328	Yes
7329	Yes
7335	Yes
7336	Yes
7337	Yes
7338	Yes
7345	Yes
7347	Yes
7348	Yes
7355	Yes
7356	Yes
7362	Yes
7367	Yes
7369	Yes
7370	Yes
7371	Yes
7374	Yes
7375	Yes
7376	Yes
7377	Yes
7378	Yes
7379	Yes
7383	Yes
7384	Yes
7385	Yes
7386	Yes
7387	Yes
7390	Yes
7393	Yes
7394	Yes
7396	Yes
7398	Yes
7400	Yes
7401	Yes
7402	Yes
7403	Yes
7406	Yes
7409	Yes
7410	Yes
7411	Yes
7412	Yes
7413	Yes
7415	Yes
7416	Yes
7418	Yes
7419	Yes
7420	Yes
7423	Yes
7427	Yes
7429	Yes
7430	Yes
7431	Yes
7432	Yes
7436	Yes
7438	Yes
7442	Yes
7443	Yes
7445	Yes
7450	Yes
7454	Yes
7457	Yes
7460	Yes
7461	Yes
7463	Yes
7464	Yes
7465	Yes
7471	Yes
7472	Yes
7473	Yes
7478	Yes
7482	Yes
7485	Yes
7486	Yes
7488	Yes
7490	Yes
7493	Yes
7495	Yes
7499	Yes
7501	Yes
7503	Yes
7505	Yes
7507	Yes
7508	Yes
7509	Yes
7510	Yes
7511	Yes
7512	Yes
7513	Yes
7514	Yes
7515	Yes
7520	Yes
7521	Yes
7523	Yes
7524	Yes
7529	Yes
7530	Yes
7531	Yes
7532	Yes
7538	Yes
7541	Yes
7542	Yes
7544	Yes
7545	Yes
7546	Yes
7547	Yes
7550	Yes
7562	Yes
7564	Yes
7565	Yes
7566	Yes
7567	Yes
7570	Yes
7571	Yes
7573	Yes
7575	Yes
7576	Yes
7578	Yes
7581	Yes
7582	Yes
7583	Yes
7586	Yes
7588	Yes
7589	Yes
7594	Yes
7595	Yes
7596	Yes
7599	Yes
7601	Yes
7602	Yes
7603	Yes
7604	Yes
7606	Yes
7607	Yes
7608	Yes
7610	Yes
7612	Yes
7613	Yes
7615	Yes
7616	Yes
7620	Yes
7621	Yes
7624	Yes
7626	Yes
7628	Yes
7629	Yes
7633	Yes
7635	Yes
7640	Yes
7641	Yes
7642	Yes
7643	Yes
7647	Yes
7651	Yes
7656	Yes
7659	Yes
7662	Yes
7663	Yes
7670	Yes
7675	Yes
7676	Yes
7677	Yes
7680	Yes
7682	Yes
7683	Yes
7685	Yes
7686	Yes
7687	Yes
7689	Yes
7694	Yes
7695	Yes
7696	Yes
7697	Yes
7698	Yes
7700	Yes
7702	Yes
7711	Yes
7717	Yes
7719	Yes
7722	Yes
7723	Yes
7725	Yes
7726	Yes
7727	Yes
7728	Yes
7734	Yes
7736	Yes
7738	Yes
7739	Yes
7741	Yes
7746	Yes
7748	Yes
7753	Yes
7754	Yes
7755	Yes
7759	Yes
7761	Yes
7762	Yes
7766	Yes
7767	Yes
7772	Yes
7775	Yes
7776	Yes
7777	Yes
7778	Yes
7779	Yes
7781	Yes
7783	Yes
7788	Yes
7791	Yes
7792	Yes
7794	Yes
7795	Yes
7797	Yes
7798	Yes
7804	Yes
7807	Yes
7813	Yes
7816	Yes
7817	Yes
7819	Yes
7824	Yes
7826	Yes
7827	Yes
7831	Yes
7832	Yes
7834	Yes
7835	Yes
7841	Yes
7843	Yes
7844	Yes
7847	Yes
7848	Yes
7849	Yes
7851	Yes
7854	Yes
7855	Yes
7857	Yes
7858	Yes
7860	Yes
7861	Yes
7865	Yes
7872	Yes
7875	Yes
7879	Yes
7882	Yes
7889	Yes
7892	Yes
7894	Yes
7895	Yes
7897	Yes
7898	Yes
7899	Yes
7903	Yes
7904	Yes
7906	Yes
7907	Yes
7911	Yes
7918	Yes
7919	Yes
7921	Yes
7923	Yes
7924	Yes
7925	Yes
7926	Yes
7927	Yes
7928	Yes
7929	Yes
7930	Yes
7933	Yes
7934	Yes
7935	Yes
7936	Yes
7943	Yes
7944	Yes
7945	Yes
7949	Yes
7954	Yes
7956	Yes
7960	Yes
7966	Yes
7968	Yes
7969	Yes
7971	Yes
7974	Yes
7976	Yes
7977	Yes
7978	Yes
7979	Yes
7980	Yes
7981	Yes
7982	Yes
7986	Yes
7988	Yes
7990	Yes
7995	Yes
7996	Yes
7999	Yes
8000	Yes
8001	Yes
8009	Yes
8010	Yes
8011	Yes
8013	Yes
8014	Yes
8015	Yes
8018	Yes
8021	Yes
8022	Yes
8024	Yes
8025	Yes
8029	Yes
8030	Yes
8032	Yes
8033	Yes
8035	Yes
8037	Yes
8040	Yes
8044	Yes
8046	Yes
8047	Yes
8049	Yes
8050	Yes
8051	Yes
8053	Yes
8054	Yes
8055	Yes
8056	Yes
8062	Yes
8063	Yes
8064	Yes
8067	Yes
8068	Yes
8069	Yes
8077	Yes
8079	Yes
8081	Yes
8083	Yes
8085	Yes
8088	Yes
8089	Yes
8095	Yes
8098	Yes
8103	Yes
8104	Yes
8105	Yes
8112	Yes
8113	Yes
8114	Yes
8116	Yes
8121	Yes
8123	Yes
8128	Yes
8131	Yes
8133	Yes
8134	Yes
8138	Yes
8139	Yes
8142	Yes
8143	Yes
8148	Yes
8149	Yes
8154	Yes
8158	Yes
8159	Yes
8160	Yes
8162	Yes
8170	Yes
8172	Yes
8173	Yes
8178	Yes
8179	Yes
8180	Yes
8181	Yes
8182	Yes
8185	Yes
8187	Yes
8189	Yes
8190	Yes
8198	Yes
8199	Yes
8203	Yes
8204	Yes
8205	Yes
8206	Yes
8214	Yes
8216	Yes
8221	Yes
8224	Yes
8225	Yes
8228	Yes
8235	Yes
8236	Yes
8237	Yes
8239	Yes
8241	Yes
8245	Yes
8247	Yes
8248	Yes
8249	Yes
8252	Yes
8254	Yes
8255	Yes
8257	Yes
8265	Yes
8269	Yes
8273	Yes
8276	Yes
8277	Yes
8278	Yes
8281	Yes
8282	Yes
8284	Yes
8288	Yes
8291	Yes
8292	Yes
8294	Yes
8297	Yes
8300	Yes
8307	Yes
8308	Yes
8313	Yes
8315	Yes
8317	Yes
8318	Yes
8320	Yes
8321	Yes
8322	Yes
8332	Yes
8334	Yes
8342	Yes
8348	Yes
8349	Yes
8350	Yes
8351	Yes
8352	Yes
8353	Yes
8355	Yes
8356	Yes
8359	Yes
8363	Yes
8365	Yes
8366	Yes
8368	Yes
8370	Yes
8374	Yes
8375	Yes
8378	Yes
8381	Yes
8382	Yes
8383	Yes
8386	Yes
8387	Yes
8388	Yes
8389	Yes
8390	Yes
8391	Yes
8393	Yes
8394	Yes
8395	Yes
8398	Yes
8400	Yes
8411	Yes
8412	Yes
8414	Yes
8418	Yes
8419	Yes
8422	Yes
8424	Yes
8427	Yes
8429	Yes
8431	Yes
8437	Yes
8438	Yes
8440	Yes
8441	Yes
8442	Yes
8444	Yes
8446	Yes
8450	Yes
8453	Yes
8454	Yes
8458	Yes
8461	Yes
8462	Yes
8463	Yes
8464	Yes
8465	Yes
8467	Yes
8468	Yes
8472	Yes
8475	Yes
8478	Yes
8479	Yes
8480	Yes
8481	Yes
8482	Yes
8484	Yes
8485	Yes
8486	Yes
8487	Yes
8492	Yes
8493	Yes
8494	Yes
8496	Yes
8498	Yes
8499	Yes
8500	Yes
8502	Yes
8503	Yes
8504	Yes
8505	Yes
8506	Yes
8507	Yes
8508	Yes
8511	Yes
8512	Yes
8514	Yes
8516	Yes
8521	Yes
8527	Yes
8529	Yes
8530	Yes
8532	Yes
8533	Yes
8534	Yes
8538	Yes
8539	Yes
8543	Yes
8544	Yes
8545	Yes
8546	Yes
8548	Yes
8550	Yes
8551	Yes
8553	Yes
8554	Yes
8558	Yes
8559	Yes
8561	Yes
8564	Yes
8566	Yes
8567	Yes
8570	Yes
8572	Yes
8576	Yes
8578	Yes
8580	Yes
8583	Yes
8584	Yes
8588	Yes
8590	Yes
8594	Yes
8595	Yes
8597	Yes
8600	Yes
8604	Yes
8609	Yes
8614	Yes
8617	Yes
8619	Yes
8620	Yes
8622	Yes
8626	Yes
8628	Yes
8631	Yes
8632	Yes
8633	Yes
8641	Yes
8642	Yes
8644	Yes
8648	Yes
8652	Yes
8653	Yes
8654	Yes
8656	Yes
8658	Yes
8661	Yes
8663	Yes
8664	Yes
8667	Yes
8669	Yes
8670	Yes
8672	Yes
8678	Yes
8680	Yes
8681	Yes
8683	Yes
8684	Yes
8687	Yes
8689	Yes
8694	Yes
8695	Yes
8697	Yes
8698	Yes
8702	Yes
8704	Yes
8705	Yes
8707	Yes
8708	Yes
8710	Yes
8711	Yes
8712	Yes
8714	Yes
8716	Yes
8718	Yes
8719	Yes
8720	Yes
8721	Yes
8722	Yes
8724	Yes
8725	Yes
8726	Yes
8732	Yes
8734	Yes
8735	Yes
8737	Yes
8738	Yes
8739	Yes
8742	Yes
8743	Yes
8744	Yes
8747	Yes
8749	Yes
8753	Yes
8754	Yes
8755	Yes
8760	Yes
8764	Yes
8765	Yes
8766	Yes
8767	Yes
8768	Yes
8769	Yes
8770	Yes
8771	Yes
8772	Yes
8773	Yes
8775	Yes
8777	Yes
8785	Yes
8789	Yes
8790	Yes
8792	Yes
8794	Yes
8795	Yes
8799	Yes
8802	Yes
8806	Yes
8808	Yes
8810	Yes
8811	Yes
8812	Yes
8814	Yes
8815	Yes
8819	Yes
8820	Yes
8821	Yes
8822	Yes
8824	Yes
8827	Yes
8831	Yes
8832	Yes
8833	Yes
8834	Yes
8837	Yes
8838	Yes
8840	Yes
8842	Yes
8843	Yes
8844	Yes
8845	Yes
8848	Yes
8849	Yes
8850	Yes
8851	Yes
8854	Yes
8856	Yes
8858	Yes
8861	Yes
8864	Yes
8868	Yes
8869	Yes
8874	Yes
8878	Yes
8881	Yes
8885	Yes
8891	Yes
8893	Yes
8894	Yes
8897	Yes
8900	Yes
8901	Yes
8902	Yes
8904	Yes
8905	Yes
8906	Yes
8907	Yes
8908	Yes
8909	Yes
8914	Yes
8921	Yes
8922	Yes
8923	Yes
8924	Yes
8925	Yes
8927	Yes
8928	Yes
8929	Yes
8942	Yes
8948	Yes
8954	Yes
8955	Yes
8956	Yes
8957	Yes
8960	Yes
8961	Yes
8963	Yes
8966	Yes
8967	Yes
8969	Yes
8970	Yes
8975	Yes
8976	Yes
8979	Yes
8980	Yes
8981	Yes
8982	Yes
8983	Yes
8990	Yes
